"","Group.1","Group.2","Group.3","weight_count"
"575",2791,"Airplane! (1980)","Comedy",4.56678220681687
"765",3362,"Dog Day Afternoon (1975)","Comedy",4.56542483660131
"1141",915,"Sabrina (1954)","Comedy",4.55904109589041
"394",2289,"Player, The (1992)","Comedy",4.55766871165644
"802",1265,"Groundhog Day (1993)","Comedy",4.54598331870061
"54",1188,"Strictly Ballroom (1992)","Comedy",4.54386094674556
"219",1784,"As Good As It Gets (1997)","Comedy",4.54266151685393
"749",3317,"Wonder Boys (2000)","Comedy",4.54203629032258
"369",223,"Clerks (1994)","Comedy",4.5389164305949
"196",1060,"Swingers (1996)","Comedy",4.53269720101781
"632",1220,"Blues Brothers, The (1980)","Comedy",4.53053691275168
"518",2599,"Election (1999)","Comedy",4.51990801576873
"805",3481,"High Fidelity (2000)","Comedy",4.51791697013838
"832",3543,"Diner (1982)","Comedy",4.51090584028605
"772",1257,"Better Off Dead... (1985)","Comedy",4.50985169491525
"796",3451,"Guess Who's Coming to Dinner (1967)","Comedy",4.508
"931",3836,"Kelly's Heroes (1970)","Comedy",4.49573333333333
"543",2716,"Ghostbusters (1984)","Comedy",4.49138010087116
"274",1923,"There's Something About Mary (1998)","Comedy",4.4901167031364
"493",2542,"Lock, Stock & Two Smoking Barrels (1998)","Comedy",4.48224
"145",1028,"Mary Poppins (1964)","Comedy",4.47828882294758
"667",3067,"Women on the Verge of a Nervous Breakdown (1988)","Comedy",4.47620396600567
"7811",34,"Babe (1995)","Comedy",4.47521416333524
"599",2863,"Hard Day's Night, A (1964)","Comedy",4.4734555984556
"284",2000,"Lethal Weapon (1987)","Comedy",4.4699446834665
"789",3424,"Do the Right Thing (1989)","Comedy",4.46306017925736
"1119",838,"Emma (1996)","Comedy",4.4622754491018
"283",1968,"Breakfast Club, The (1985)","Comedy",4.46176088369071
"904",3751,"Chicken Run (2000)","Comedy",4.46155003762227
"422",2359,"Waking Ned Devine (1998)","Comedy",4.46095305832148
"418",2352,"Big Chill, The (1983)","Comedy",4.45590692124105
"1881",1641,"Full Monty, The (1997)","Comedy",4.45325271059216
"244",1073,"Willy Wonka and the Chocolate Factory (1971)","Comedy",4.44059405940594
"679",3104,"Midnight Run (1988)","Comedy",4.43464052287582
"777",3396,"Muppet Movie, The (1979)","Comedy",4.43461021505376
"5811",2797,"Big (1988)","Comedy",4.43417169684775
"420",2355,"Bug's Life, A (1998)","Comedy",4.43253082795067
"836",3552,"Caddyshack (1980)","Comedy",4.42399172699069
"579",2795,"Vacation (1983)","Comedy",4.41775956284153
"443",2395,"Rushmore (1998)","Comedy",4.41713114754098
"1931",1663,"Stripes (1981)","Comedy",4.41506756756757
"707",3210,"Fast Times at Ridgemont High (1982)","Comedy",4.41309255079007
"764",3361,"Bull Durham (1988)","Comedy",4.41305936073059
"263",1078,"Bananas (1971)","Comedy",4.4114247311828
"665",3060,"Commitments, The (1991)","Comedy",4.40627240143369
"647",3030,"Yojimbo (1961)","Comedy",4.4046511627907
"652",3039,"Trading Places (1983)","Comedy",4.40262216924911
"792",1261,"Evil Dead II (Dead By Dawn) (1987)","Comedy",4.40063868613139
"484",2502,"Office Space (1999)","Comedy",4.39426605504587
"321",2078,"Jungle Book, The (1967)","Comedy",4.38870481927711
"88",1285,"Heathers (1989)","Comedy",4.38804483188045
"745",3307,"City Lights (1931)","Comedy",4.38745387453875
"1471",1500,"Grosse Pointe Blank (1997)","Comedy",4.38538732394366
"987",440,"Dave (1993)","Comedy",4.38285864978903
"270",1914,"Smoke Signals (1998)","Comedy",4.38051075268817
"794",345,"Adventures of Priscilla, Queen of the Desert, The (1994)","Comedy",4.37686567164179
"322",2080,"Lady and the Tramp (1955)","Comedy",4.37505787037037
"615",1215,"Army of Darkness (1993)","Comedy",4.37486772486772
"1033",562,"Welcome to the Dollhouse (1995)","Comedy",4.36903765690377
"645",3022,"General, The (1927)","Comedy",4.36893203883495
"335",11,"American President, The (1995)","Comedy",4.36287512100678
"1047",588,"Aladdin (1992)","Comedy",4.35655070318283
"669",3072,"Moonstruck (1987)","Comedy",4.35524439918534
"4011",2302,"My Cousin Vinny (1992)","Comedy",4.35220994475138
"371",1125,"Return of the Pink Panther, The (1974)","Comedy",4.3461038961039
"699",3175,"Galaxy Quest (1999)","Comedy",4.33712384259259
"790",3429,"Creature Comforts (1990)","Comedy",4.33576642335766
"823",3526,"Parenthood (1989)","Comedy",4.33483353884094
"1025",539,"Sleepless in Seattle (1993)","Comedy",4.32474645030426
"539",2700,"South Park: Bigger, Longer and Uncut (1999)","Comedy",4.32450748620961
"323",2081,"Little Mermaid, The (1989)","Comedy",4.32
"829",3536,"Keeping the Faith (2000)","Comedy",4.31073619631902
"374",2243,"Broadcast News (1987)","Comedy",4.30994930291508
"845",357,"Four Weddings and a Funeral (1994)","Comedy",4.30527169505272
"332",2109,"Jerk, The (1979)","Comedy",4.30497382198953
"1731",1580,"Men in Black (1997)","Comedy",4.30094562647754
"206",1732,"Big Lebowski, The (1998)","Comedy",4.29913400182315
"778",3397,"Great Muppet Caper, The (1981)","Comedy",4.29804469273743
"472",1171,"Bob Roberts (1992)","Comedy",4.29518072289157
"793",3448,"Good Morning, Vietnam (1987)","Comedy",4.29390018484288
"626",2937,"Palm Beach Story, The (1942)","Comedy",4.28846153846154
"347",2150,"Gods Must Be Crazy, The (1980)","Comedy",4.28561151079137
"1030",551,"Nightmare Before Christmas, The (1993)","Comedy",4.27555220883534
"663",3052,"Dogma (1999)","Comedy",4.26976744186046
"343",2144,"Sixteen Candles (1984)","Comedy",4.2673157162726
"1521",1517,"Austin Powers: International Man of Mystery (1997)","Comedy",4.26692946058091
"540",2706,"American Pie (1999)","Comedy",4.26634269258459
"934",1297,"Real Genius (1985)","Comedy",4.2643665158371
"3311",2108,"L.A. Story (1991)","Comedy",4.26266666666667
"534",2690,"Ideal Husband, An (1999)","Comedy",4.255
"804",348,"Bullets Over Broadway (1994)","Comedy",4.25373626373626
"407",2321,"Pleasantville (1998)","Comedy",4.25142487046632
"416",235,"Ed Wood (1994)","Comedy",4.25140237324703
"988",441,"Dazed and Confused (1993)","Comedy",4.24766718506998
"256",1885,"Opposite of Sex, The (1998)","Comedy",4.24629934210526
"446",2406,"Romancing the Stone (1984)","Comedy",4.24260223048327
"799",3462,"Modern Times (1936)","Comedy",4.23606557377049
"2811",1965,"Repo Man (1984)","Comedy",4.23555259653795
"763",3358,"Defending Your Life (1991)","Comedy",4.23385650224215
"9411",3868,"Naked Gun: From the Files of Police Squad!, The (1988)","Comedy",4.23273121387283
"1073",671,"Mystery Science Theater 3000: The Movie (1996)","Comedy",4.23179824561403
"726",3255,"League of Their Own, A (1992)","Comedy",4.23166515013649
"786",342,"Muriel's Wedding (1994)","Comedy",4.2292471042471
"529",2671,"Notting Hill (1999)","Comedy",4.21224358974359
"624",2935,"Lady Eve, The (1941)","Comedy",4.19310344827586
"869",3629,"Gold Rush, The (1925)","Comedy",4.18909090909091
"1048",597,"Pretty Woman (1990)","Comedy",4.18771510516252
"1021",52,"Mighty Aphrodite (1995)","Comedy",4.18642691415313
"364",2208,"Lady Vanishes, The (1938)","Comedy",4.18592964824121
"619",2915,"Risky Business (1983)","Comedy",4.1856220657277
"1140",911,"Charade (1963)","Comedy",4.18300653594771
"970",3948,"Meet the Parents (2000)","Comedy",4.18109048723898
"919",380,"True Lies (1994)","Comedy",4.17942857142857
"10011",471,"Hudsucker Proxy, The (1994)","Comedy",4.17570951585977
"680",3108,"Fisher King, The (1991)","Comedy",4.17042328042328
"328",21,"Get Shorty (1995)","Comedy",4.16747787610619
"954",39,"Clueless (1995)","Comedy",4.16685022026432
"218",1066,"Shall We Dance? (1937)","Comedy",4.16571428571429
"570",2779,"Heaven Can Wait (1978)","Comedy",4.16333333333333
"296",1081,"Victor/Victoria (1982)","Comedy",4.16013824884793
"279",1958,"Terms of Endearment (1983)","Comedy",4.14867924528302
"1152",945,"Top Hat (1935)","Comedy",4.14741035856574
"724",3253,"Wayne's World (1992)","Comedy",4.14102678571429
"318",2065,"Purple Rose of Cairo, The (1985)","Comedy",4.13903966597077
"427",2371,"Fletch (1985)","Comedy",4.13347245409015
"879",3685,"Prizzi's Honor (1985)","Comedy",4.13155963302752
"400",2301,"History of the World: Part I (1981)","Comedy",4.1288409703504
"453",2423,"Christmas Vacation (1989)","Comedy",4.12660194174757
"1072",1380,"Grease (1978)","Comedy",4.11438188494492
"60",1211,"Wings of Desire (Der Himmel über Berlin) (1987)","Comedy",4.11157024793388
"1154",947,"My Man Godfrey (1936)","Comedy",4.1063829787234
"358",2174,"Beetlejuice (1988)","Comedy",4.10307692307692
"625",2936,"Sullivan's Travels (1942)","Comedy",4.09316770186335
"1161",141,"Birdcage, The (1996)","Comedy",4.08233137829912
"2221",180,"Mallrats (1995)","Comedy",4.07982261640798
"285",2001,"Lethal Weapon 2 (1989)","Comedy",4.07675568743818
"1149",936,"Ninotchka (1939)","Comedy",4.07575757575758
"447",2407,"Cocoon (1985)","Comedy",4.0684393638171
"1018",514,"Ref, The (1994)","Comedy",4.06156069364162
"153",104,"Happy Gilmore (1996)","Comedy",4.05535190615836
"653",1226,"Quiet Man, The (1952)","Comedy",4.05309734513274
"1291",1446,"Kolya (1996)","Comedy",4.05291005291005
"878",368,"Maverick (1994)","Comedy",4.05224438902743
"280",1963,"Take the Money and Run (1969)","Comedy",4.0515873015873
"759",3341,"Born Yesterday (1950)","Comedy",4.03954802259887
"676",3097,"Shop Around the Corner, The (1940)","Comedy",4.03883495145631
"871",1281,"Great Dictator, The (1940)","Comedy",4.03240740740741
"2711",1916,"Buffalo 66 (1998)","Comedy",4.03149717514124
"779",3398,"Muppets Take Manhattan, The (1984)","Comedy",4.03005865102639
"950",3893,"Nurse Betty (2000)","Comedy",4.02808586762075
"757",333,"Tommy Boy (1995)","Comedy",4.02780487804878
"1441",1485,"Liar Liar (1997)","Comedy",4.025
"926",3819,"Tampopo (1986)","Comedy",4.02448979591837
"771",339,"While You Were Sleeping (1995)","Comedy",4.0241456166419
"923",3814,"Love and Death (1975)","Comedy",4.02283105022831
"1046",587,"Ghost (1990)","Comedy",4.02090747330961
"2161",1777,"Wedding Singer, The (1998)","Comedy",4.01298129812981
"2101",1747,"Wag the Dog (1997)","Comedy",4.01295479603087
"1421",1476,"Private Parts (1997)","Comedy",4.01002004008016
"698",3174,"Man on the Moon (1999)","Comedy",4.0078947368421
"728",3261,"Singles (1992)","Comedy",4.0048951048951
"164",1042,"That Thing You Do! (1996)","Comedy",4.0032196969697
"673",3087,"Scrooged (1988)","Comedy",4.00048449612403
"1104",785,"Kingpin (1996)","Comedy",4.00019607843137
"2311",1827,"Big One, The (1997)","Comedy",4
"967",3929,"Bank Dick, The (1940)","Comedy",3.99319727891156
"723",1243,"Rosencrantz and Guildenstern Are Dead (1990)","Comedy",3.98461538461538
"463",2463,"Ruthless People (1986)","Comedy",3.98021052631579
"293",2015,"Absent Minded Professor, The (1961)","Comedy",3.97052631578947
"833",1273,"Down by Law (1986)","Comedy",3.96575342465753
"126",1441,"Benny & Joon (1993)","Comedy",3.96164241164241
"254",1883,"Bulworth (1998)","Comedy",3.95052710843373
"1083",708,"Truth About Cats & Dogs, The (1996)","Comedy",3.94963181148748
"329",2100,"Splash (1984)","Comedy",3.94539982803095
"341",2141,"American Tail, An (1986)","Comedy",3.9424504950495
"1701",1569,"My Best Friend's Wedding (1997)","Comedy",3.94225609756098
"821",3524,"Arthur (1981)","Comedy",3.94101123595506
"466",2470,"Crocodile Dundee (1986)","Comedy",3.94051535087719
"993",45,"To Die For (1995)","Comedy",3.93832720588235
"339",2134,"Weird Science (1985)","Comedy",3.93705882352941
"503",2572,"10 Things I Hate About You (1999)","Comedy",3.93628571428571
"1015",500,"Mrs. Doubtfire (1993)","Comedy",3.93305489260143
"1051",1378,"Young Guns (1988)","Comedy",3.930871886121
"795",3450,"Grumpy Old Men (1993)","Comedy",3.92762669962917
"376",2245,"Working Girl (1988)","Comedy",3.92655642023346
"9011",3740,"Big Trouble in Little China (1986)","Comedy",3.92654109589041
"1137",907,"Gay Divorcee, The (1934)","Comedy",3.92380952380952
"1079",7,"Sabrina (1995)","Comedy",3.92205240174672
"848",3591,"Mr. Mom (1983)","Comedy",3.9187898089172
"2121",176,"Living in Oblivion (1995)","Comedy",3.91707317073171
"858",3608,"Pee-wee's Big Adventure (1985)","Comedy",3.91614401858304
"622",2924,"Drunken Master (Zui quan) (1979)","Comedy",3.90977443609023
"9211",3809,"What About Bob? (1991)","Comedy",3.90746634026928
"492",2539,"Analyze This (1999)","Comedy",3.9036525974026
"405",2318,"Happiness (1998)","Comedy",3.903125
"1241",144,"Brothers McMullen, The (1995)","Comedy",3.90150115473441
"372",224,"Don Juan DeMarco (1995)","Comedy",3.89987046632124
"532",2683,"Austin Powers: The Spy Who Shagged Me (1999)","Comedy",3.89668758716876
"668",3070,"Adventures of Buckaroo Bonzai Across the 8th Dimension, The (1984)","Comedy",3.89607201309329
"1143",921,"My Favorite Year (1982)","Comedy",3.89403973509934
"1028",543,"So I Married an Axe Murderer (1993)","Comedy",3.89178885630499
"454",2424,"You've Got Mail (1998)","Comedy",3.88776849642005
"742",3301,"Whole Nine Yards, The (2000)","Comedy",3.88554817275747
"666",3061,"Holiday Inn (1942)","Comedy",3.88
"820",3521,"Mystery Train (1989)","Comedy",3.87765957446809
"864",3618,"Small Time Crooks (2000)","Comedy",3.8769647696477
"344",2145,"Pretty in Pink (1986)","Comedy",3.87150072150072
"510",101,"Bottle Rocket (1996)","Comedy",3.8695652173913
"479",2496,"Blast from the Past (1999)","Comedy",3.86847222222222
"1133",892,"Twelfth Night (1996)","Comedy",3.86184210526316
"277",1948,"Tom Jones (1963)","Comedy",3.85858585858586
"965",3925,"Stranger Than Paradise (1984)","Comedy",3.85483870967742
"5611",2759,"Dick (1999)","Comedy",3.85383720930233
"623",2926,"Hairspray (1988)","Comedy",3.85314606741573
"521",2622,"Midsummer Night's Dream, A (1999)","Comedy",3.85180722891566
"1153",946,"To Be or Not to Be (1942)","Comedy",3.85093167701863
"705",3200,"Last Detail, The (1973)","Comedy",3.84883720930233
"290",2011,"Back to the Future Part II (1989)","Comedy",3.84525043177893
"834",3548,"Auntie Mame (1958)","Comedy",3.83576642335766
"743",125,"Flirting With Disaster (1996)","Comedy",3.83333333333333
"555",2746,"Little Shop of Horrors (1986)","Comedy",3.8321047008547
"207",1734,"My Life in Pink (Ma vie en rose) (1997)","Comedy",3.82587064676617
"556",2747,"Little Shop of Horrors, The (1960)","Comedy",3.80856741573034
"526",2657,"Rocky Horror Picture Show, The (1975)","Comedy",3.78483373884834
"437",2384,"Babe: Pig in the City (1998)","Comedy",3.78422562141491
"649",3033,"Spaceballs (1987)","Comedy",3.7761957730812
"628",2946,"Help! (1965)","Comedy",3.77319587628866
"1821",1614,"In & Out (1997)","Comedy",3.77242990654206
"1691",1566,"Hercules (1997)","Comedy",3.77121535181237
"876",367,"Mask, The (1994)","Comedy",3.77090754877014
"465",2469,"Peggy Sue Got Married (1986)","Comedy",3.76818181818182
"338",2133,"Adventures in Babysitting (1987)","Comedy",3.76672828096118
"817",3516,"Bell, Book and Candle (1958)","Comedy",3.76651982378855
"1090",728,"Cold Comfort Farm (1995)","Comedy",3.76497695852535
"646",3028,"Taming of the Shrew, The (1967)","Comedy",3.76258992805755
"999",468,"Englishman Who Went Up a Hill, But Came Down a Mountain, The (1995)","Comedy",3.76214285714286
"491",252,"I.Q. (1994)","Comedy",3.76021798365123
"287",2003,"Gremlins (1984)","Comedy",3.75824742268041
"863",3617,"Road Trip (2000)","Comedy",3.75739856801909
"333",2110,"Dead Men Don't Wear Plaid (1982)","Comedy",3.75395095367847
"567",2770,"Bowfinger (1999)","Comedy",3.75133689839572
"236",1845,"Zero Effect (1998)","Comedy",3.75083056478405
"86",1279,"Night on Earth (1991)","Comedy",3.74742268041237
"286",2002,"Lethal Weapon 3 (1992)","Comedy",3.74251870324189
"203",1711,"Midnight in the Garden of Good and Evil (1997)","Comedy",3.74116242038217
"1111",1392,"Citizen Ruth (1996)","Comedy",3.73972602739726
"449",2413,"Clue (1985)","Comedy",3.73555304740406
"2911",2012,"Back to the Future Part III (1990)","Comedy",3.72848432055749
"1031",552,"Three Musketeers, The (1993)","Comedy",3.72608695652174
"1210",1020,"Cool Runnings (1993)","Comedy",3.72576530612245
"930",3831,"Saving Grace (2000)","Comedy",3.72043010752688
"1010",492,"Manhattan Murder Mystery (1993)","Comedy",3.71940298507463
"892",3712,"Soapdish (1991)","Comedy",3.71465753424657
"708",322,"Swimming with Sharks (1995)","Comedy",3.71291866028708
"898",3727,"Near Dark (1987)","Comedy",3.70945945945946
"1123",852,"Tin Cup (1996)","Comedy",3.70430894308943
"861",3614,"Honeymoon in Vegas (1992)","Comedy",3.70249077490775
"828",3535,"American Psycho (2000)","Comedy",3.70190476190476
"686",3129,"Sweet and Lowdown (1999)","Comedy",3.70138888888889
"558",2750,"Radio Days (1987)","Comedy",3.69824561403509
"935",3852,"Tao of Steve, The (2000)","Comedy",3.69711538461538
"720",3244,"Goodbye Girl, The (1977)","Comedy",3.69565217391304
"441",2390,"Little Voice (1998)","Comedy",3.69090909090909
"356",2171,"Next Stop, Wonderland (1998)","Comedy",3.68877551020408
"403",231,"Dumb & Dumber (1994)","Comedy",3.67128787878788
"697",317,"Santa Clause, The (1994)","Comedy",3.67067082683307
"944",3873,"Cat Ballou (1965)","Comedy",3.66785714285714
"402",1135,"Private Benjamin (1980)","Comedy",3.66756756756757
"729",3263,"White Men Can't Jump (1992)","Comedy",3.66724137931034
"8311",3538,"East is East (1999)","Comedy",3.66477272727273
"352",216,"Billy Madison (1995)","Comedy",3.66056338028169
"1147",934,"Father of the Bride (1950)","Comedy",3.65789473684211
"731",3266,"Man Bites Dog (C'est arrivé près de chez vous) (1992)","Comedy",3.65584415584416
"1077",69,"Friday (1995)","Comedy",3.6551724137931
"282",1966,"Metropolitan (1990)","Comedy",3.64646464646465
"336",2124,"Addams Family, The (1991)","Comedy",3.64488795518207
"1135",901,"Funny Face (1957)","Comedy",3.64367816091954
"507",2581,"Never Been Kissed (1999)","Comedy",3.64350961538462
"7211",3247,"Sister Act (1992)","Comedy",3.64339339339339
"703",3189,"My Dog Skip (1999)","Comedy",3.64333333333333
"445",2405,"Jewel of the Nile, The (1985)","Comedy",3.63796433878157
"837",3556,"Virgin Suicides, The (1999)","Comedy",3.63109756097561
"852",3599,"Anchors Aweigh (1945)","Comedy",3.63106796116505
"1080",70,"From Dusk Till Dawn (1996)","Comedy",3.62992341356674
"895",372,"Reality Bites (1994)","Comedy",3.62733644859813
"598",2861,"For Love of the Game (1999)","Comedy",3.62542372881356
"695",3157,"Stuart Little (1999)","Comedy",3.6225
"450",2416,"Back to School (1986)","Comedy",3.62217514124294
"7911",344,"Ace Ventura: Pet Detective (1994)","Comedy",3.62114882506527
"515",2596,"SLC Punk! (1998)","Comedy",3.61870503597122
"272",1918,"Lethal Weapon 4 (1998)","Comedy",3.61158445440957
